timestamp,cpu_pct,memory_pct,active_connections,lock_wait_count,disk_io_mbps,cache_hit_ratio
2026-01-09 02:47:30,24.88,39.7,17,1.34,70.44,0.9624
2026-01-09 02:48:00,22.93,40.58,16,0.0,79.53,0.9715
2026-01-09 02:48:30,21.16,42.7,18,0.8,70.85,0.9672
2026-01-09 02:49:00,16.71,37.94,28,0.42,63.76,0.977
2026-01-09 02:49:30,20.52,39.6,12,1.19,75.35,0.9607
2026-01-09 02:50:00,19.42,42.55,19,0.96,60.69,0.9729
2026-01-09 02:50:30,21.32,44.22,21,1.12,59.7,0.9646
2026-01-09 02:51:00,17.02,42.9,13,0.98,84.63,0.9658
2026-01-09 02:51:30,17.95,43.48,23,0.38,68.37,0.969
2026-01-09 02:52:00,18.78,43.54,9,0.92,93.67,0.9714
2026-01-09 02:52:30,19.73,40.08,16,0.91,68.16,0.9535
2026-01-09 02:53:00,20.39,40.82,15,1.2,63.31,0.9593
2026-01-09 02:53:30,16.69,41.1,15,1.18,66.41,0.9778
2026-01-09 02:54:00,16.17,45.13,17,0.64,63.45,0.9883
2026-01-09 02:54:30,18.25,46.69,22,0.2,52.59,0.9677
2026-01-09 02:55:00,20.03,41.77,15,1.53,69.45,0.9704
2026-01-09 02:55:30,20.07,42.66,28,1.04,106.6,0.9735
2026-01-09 02:56:00,17.79,45.08,17,1.52,57.13,0.9498
2026-01-09 02:56:30,20.06,45.53,15,1.05,57.16,0.9751
2026-01-09 02:57:00,18.69,43.15,16,0.39,38.56,0.9527
2026-01-09 02:57:30,18.95,43.51,27,0.5,57.84,0.9524
2026-01-09 02:58:00,22.39,43.77,20,0.94,61.93,0.9792
2026-01-09 02:58:30,17.49,41.68,13,0.7,55.89,0.9593
2026-01-09 02:59:00,16.26,40.73,10,0.94,54.72,0.9817
2026-01-09 02:59:30,22.7,42.79,21,1.19,60.23,0.9636
2026-01-09 03:00:00,23.13,44.95,14,1.91,47.49,0.9427
2026-01-09 03:00:30,25.06,44.13,19,1.17,57.6,0.9482
2026-01-09 03:01:00,18.58,41.29,13,0.47,59.09,0.9608
2026-01-09 03:01:30,21.07,43.8,20,0.0,52.66,0.9555
2026-01-09 03:02:00,23.55,41.01,9,1.12,69.42,0.9906
2026-01-09 03:02:30,15.82,42.27,13,0.25,55.71,0.9545
2026-01-09 03:03:00,20.56,42.85,18,1.41,76.55,0.9738
2026-01-09 03:03:30,20.48,43.35,23,0.2,58.37,0.9662
2026-01-09 03:04:00,20.16,39.9,22,1.49,88.77,0.9585
2026-01-09 03:04:30,22.59,41.94,19,1.33,88.42,0.961
2026-01-09 03:05:00,18.51,45.76,18,0.0,75.05,0.9574
2026-01-09 03:05:30,19.22,43.95,9,1.16,45.72,0.958
2026-01-09 03:06:00,21.06,40.33,12,0.95,76.52,0.9636
2026-01-09 03:06:30,21.97,50.84,11,0.0,85.43,0.9535
2026-01-09 03:07:00,21.26,44.02,18,0.92,94.36,0.9592
2026-01-09 03:07:30,23.98,40.19,20,1.02,67.57,0.975
2026-01-09 03:08:00,20.31,43.49,15,0.28,53.5,0.9592
2026-01-09 03:08:30,16.34,46.56,17,0.78,51.64,0.9857
2026-01-09 03:09:00,19.46,41.67,16,0.68,64.43,0.9518
2026-01-09 03:09:30,22.8,40.62,23,0.12,71.59,0.955
2026-01-09 03:10:00,18.08,43.83,25,1.7,74.72,0.9652
2026-01-09 03:10:30,17.37,39.29,22,0.66,69.26,0.9612
2026-01-09 03:11:00,18.14,44.24,27,0.19,41.16,0.9628
2026-01-09 03:11:30,18.14,45.26,21,1.74,85.43,0.9662
2026-01-09 03:12:00,20.78,43.69,14,1.01,89.96,0.9588
2026-01-09 03:12:30,19.61,44.22,26,0.42,73.07,0.9648
2026-01-09 03:13:00,19.55,39.21,15,0.18,67.53,0.9606
2026-01-09 03:13:30,16.81,42.4,28,0.46,63.73,0.9629
2026-01-09 03:14:00,18.23,39.8,28,0.0,43.97,0.9726
2026-01-09 03:14:30,14.27,44.49,23,0.39,70.31,0.9646
2026-01-09 03:15:00,18.04,41.74,18,0.56,78.46,0.9635
2026-01-09 03:15:30,21.81,42.2,22,1.24,40.13,0.9688
2026-01-09 03:16:00,18.41,42.12,21,0.86,66.47,0.9716
2026-01-09 03:16:30,21.03,41.48,24,1.33,70.17,0.9594
2026-01-09 03:17:00,18.22,46.36,18,0.87,76.45,0.9373
2026-01-09 03:17:30,17.78,47.42,5,0.05,63.37,0.9551
2026-01-09 03:18:00,18.32,40.73,18,0.98,76.27,0.9567
2026-01-09 03:18:30,23.49,43.32,24,0.95,66.33,0.9626
2026-01-09 03:19:00,21.67,45.59,20,0.91,78.88,0.9471
2026-01-09 03:19:30,16.32,43.5,14,0.67,70.2,0.989
2026-01-09 03:20:00,20.12,38.85,20,1.32,78.53,0.9695
2026-01-09 03:20:30,18.44,42.24,15,0.44,67.42,0.9741
2026-01-09 03:21:00,29.33,43.4,22,0.0,64.1,0.9801
2026-01-09 03:21:30,20.97,42.89,34,1.41,82.27,0.9642
2026-01-09 03:22:00,21.55,47.4,31,0.54,46.48,0.9653
2026-01-09 03:22:30,23.02,46.74,19,0.64,87.52,0.9556
2026-01-09 03:23:00,20.06,43.16,19,1.45,79.02,0.9593
2026-01-09 03:23:30,20.07,48.74,12,0.0,52.37,0.9678
2026-01-09 03:24:00,24.22,42.94,17,0.45,45.14,0.9807
2026-01-09 03:24:30,20.21,43.62,24,1.51,67.75,0.9556
2026-01-09 03:25:00,20.79,42.93,17,0.19,77.13,0.9779
2026-01-09 03:25:30,26.11,41.68,28,0.27,73.53,0.9751
2026-01-09 03:26:00,22.55,46.04,15,0.73,68.39,0.976
2026-01-09 03:26:30,20.2,43.68,18,1.0,60.17,0.9534
2026-01-09 03:27:00,19.44,41.4,19,1.21,51.53,0.9605
2026-01-09 03:27:30,27.45,39.65,14,0.97,47.53,0.9633
2026-01-09 03:28:00,26.0,42.01,15,0.01,58.53,0.9622
2026-01-09 03:28:30,27.38,42.89,19,0.8,58.65,0.941
2026-01-09 03:29:00,25.35,44.49,25,0.95,89.28,0.9491
2026-01-09 03:29:30,21.17,44.32,26,1.04,78.15,0.9668
2026-01-09 03:30:00,16.63,42.12,17,1.25,79.76,0.9795
2026-01-09 03:30:30,22.53,42.88,26,0.21,67.69,0.955
2026-01-09 03:31:00,17.74,41.16,17,0.93,66.95,0.967
2026-01-09 03:31:30,21.77,38.66,21,0.46,47.57,0.9667
2026-01-09 03:32:00,21.34,43.65,24,0.49,57.47,0.964
2026-01-09 03:32:30,19.76,48.75,19,0.82,58.63,0.9536
2026-01-09 03:33:00,16.04,42.6,19,1.35,67.65,0.9595
2026-01-09 03:33:30,21.66,42.99,24,1.51,70.5,0.9537
2026-01-09 03:34:00,20.5,43.62,13,0.64,48.67,0.9675
2026-01-09 03:34:30,17.61,42.55,19,0.15,71.83,0.9525
2026-01-09 03:35:00,25.44,45.9,26,0.87,76.56,0.9616
2026-01-09 03:35:30,22.62,46.52,15,1.02,45.8,0.9593
2026-01-09 03:36:00,20.87,43.91,23,1.45,50.64,0.9721
2026-01-09 03:36:30,26.47,42.52,17,0.9,70.73,0.9621
2026-01-09 03:37:00,25.67,48.23,19,2.0,67.82,0.9718
2026-01-09 03:37:30,18.23,41.71,19,1.26,76.27,0.9478
2026-01-09 03:38:00,17.41,40.04,22,0.92,75.23,0.9653
2026-01-09 03:38:30,19.13,43.83,28,1.13,55.75,0.9608
2026-01-09 03:39:00,19.57,45.28,15,0.94,68.31,0.9563
2026-01-09 03:39:30,22.08,43.08,24,0.61,55.72,0.9621
2026-01-09 03:40:00,22.25,44.77,20,1.28,53.52,0.9739
2026-01-09 03:40:30,23.21,42.66,26,1.01,92.8,0.9563
2026-01-09 03:41:00,19.5,44.67,21,0.14,101.85,0.9816
2026-01-09 03:41:30,22.12,42.2,17,1.05,95.35,0.9905
2026-01-09 03:42:00,20.69,42.88,20,1.06,61.14,0.9504
2026-01-09 03:42:30,20.89,44.21,29,0.32,90.9,0.963
2026-01-09 03:43:00,20.9,40.52,23,1.0,108.14,0.9614
2026-01-09 03:43:30,26.3,43.01,19,0.02,91.37,0.9653
2026-01-09 03:44:00,21.67,43.06,22,0.51,81.04,0.9544
2026-01-09 03:44:30,21.28,44.64,28,0.97,93.74,0.9638
2026-01-09 03:45:00,18.92,47.83,20,1.34,65.15,0.9691
2026-01-09 03:45:30,22.76,43.67,31,1.08,68.9,0.9796
2026-01-09 03:46:00,16.34,40.78,25,0.98,66.43,0.9678
2026-01-09 03:46:30,24.97,41.58,21,0.89,79.22,0.9703
2026-01-09 03:47:00,15.92,44.79,12,0.85,58.97,0.9658
2026-01-09 03:47:30,23.82,43.83,18,0.21,74.24,0.9597
2026-01-09 03:48:00,22.88,42.88,28,0.9,88.76,0.9588
2026-01-09 03:48:30,24.07,44.99,18,0.13,93.99,0.9596
2026-01-09 03:49:00,19.97,43.17,17,1.19,75.0,0.9642
2026-01-09 03:49:30,25.33,43.97,29,0.87,52.55,0.9549
2026-01-09 03:50:00,19.78,44.02,29,0.97,71.88,0.9606
2026-01-09 03:50:30,23.6,44.63,25,0.53,109.07,0.9602
2026-01-09 03:51:00,20.1,46.21,26,0.56,85.65,0.9594
2026-01-09 03:51:30,23.26,44.29,34,1.58,91.48,0.9713
2026-01-09 03:52:00,18.29,44.22,19,0.86,76.94,0.9464
2026-01-09 03:52:30,21.2,44.1,26,0.49,63.8,0.955
2026-01-09 03:53:00,21.15,41.62,28,1.28,116.55,0.9582
2026-01-09 03:53:30,24.68,41.45,29,0.78,74.56,0.9763
2026-01-09 03:54:00,25.79,41.94,21,1.6,70.48,0.9666
2026-01-09 03:54:30,23.76,46.72,25,0.77,46.55,0.9705
2026-01-09 03:55:00,22.72,47.48,25,0.61,57.48,0.9617
2026-01-09 03:55:30,23.29,44.14,15,0.0,61.82,0.9391
2026-01-09 03:56:00,19.3,44.44,29,0.0,60.97,0.9674
2026-01-09 03:56:30,20.9,44.28,24,0.69,94.42,0.9877
2026-01-09 03:57:00,19.09,45.83,32,1.62,66.19,0.9601
2026-01-09 03:57:30,17.1,42.84,19,1.13,59.49,0.9641
2026-01-09 03:58:00,22.97,43.07,26,0.67,81.59,0.9503
2026-01-09 03:58:30,20.01,45.93,14,1.28,71.8,0.943
2026-01-09 03:59:00,21.06,45.5,34,1.84,62.93,0.9713
2026-01-09 03:59:30,21.05,42.81,27,1.02,80.35,0.9465
2026-01-09 04:00:00,19.54,42.26,25,1.27,103.1,0.9538
2026-01-09 04:00:30,27.72,43.54,23,0.85,80.87,0.9702
2026-01-09 04:01:00,25.61,43.6,23,0.45,87.42,0.9658
2026-01-09 04:01:30,20.16,41.6,23,1.56,101.04,0.9503
2026-01-09 04:02:00,25.35,45.71,29,1.15,72.41,0.971
2026-01-09 04:02:30,14.81,42.13,18,0.58,54.63,0.9575
2026-01-09 04:03:00,20.93,43.61,24,0.29,70.82,0.9622
2026-01-09 04:03:30,17.03,43.99,24,1.29,57.81,0.9616
2026-01-09 04:04:00,26.36,40.7,22,0.16,71.35,0.955
2026-01-09 04:04:30,23.77,43.58,16,1.68,80.47,0.9729
2026-01-09 04:05:00,19.41,43.41,28,0.54,77.9,0.9624
2026-01-09 04:05:30,15.61,44.06,20,0.84,67.19,0.9501
2026-01-09 04:06:00,20.31,43.17,26,0.64,79.81,0.965
2026-01-09 04:06:30,21.12,46.17,21,0.64,94.74,0.9643
2026-01-09 04:07:00,15.62,38.94,31,0.97,75.74,0.9407
2026-01-09 04:07:30,22.36,42.14,21,0.56,74.01,0.9648
2026-01-09 04:08:00,23.97,44.15,23,0.04,77.28,0.9649
2026-01-09 04:08:30,22.61,47.25,22,0.27,78.53,0.9571
2026-01-09 04:09:00,17.73,43.7,30,0.75,94.98,0.97
2026-01-09 04:09:30,30.0,45.22,23,0.98,82.91,0.9602
2026-01-09 04:10:00,21.43,45.26,20,0.0,59.26,0.9792
2026-01-09 04:10:30,22.0,45.87,20,1.38,84.95,0.9827
2026-01-09 04:11:00,26.95,45.84,20,0.35,77.0,0.9629
2026-01-09 04:11:30,21.78,45.78,23,0.94,101.97,0.9638
2026-01-09 04:12:00,18.99,46.44,24,0.8,64.96,0.9753
2026-01-09 04:12:30,28.13,43.05,25,1.16,53.14,0.9622
2026-01-09 04:13:00,17.89,44.39,35,0.22,107.63,0.9804
2026-01-09 04:13:30,23.09,45.45,22,0.72,82.54,0.9549
2026-01-09 04:14:00,24.58,44.54,18,1.3,90.72,0.9738
2026-01-09 04:14:30,21.72,46.51,34,0.96,81.46,0.9694
2026-01-09 04:15:00,16.72,41.75,21,0.78,81.56,0.9652
2026-01-09 04:15:30,19.1,46.79,25,0.98,87.23,0.9564
2026-01-09 04:16:00,22.55,42.35,13,0.83,105.94,0.9568
2026-01-09 04:16:30,18.6,45.64,21,1.17,89.98,0.9574
2026-01-09 04:17:00,24.57,44.47,14,0.69,67.82,0.9474
2026-01-09 04:17:30,20.78,45.88,24,0.03,63.6,0.9626
2026-01-09 04:18:00,23.37,43.93,27,1.14,71.89,0.9556
2026-01-09 04:18:30,22.77,40.4,25,0.33,98.61,0.9453
2026-01-09 04:19:00,24.54,40.62,21,1.16,94.42,0.971
2026-01-09 04:19:30,25.49,46.2,28,0.68,74.84,0.969
2026-01-09 04:20:00,26.75,44.29,21,0.67,68.07,0.9667
2026-01-09 04:20:30,26.81,45.55,24,1.91,80.58,0.976
2026-01-09 04:21:00,20.25,45.08,19,0.5,68.85,0.9628
2026-01-09 04:21:30,22.15,40.52,22,0.65,54.82,0.9668
2026-01-09 04:22:00,25.59,45.92,33,0.41,64.8,0.9618
2026-01-09 04:22:30,23.24,44.96,28,0.84,96.75,0.9545
2026-01-09 04:23:00,22.13,42.5,7,0.1,94.88,0.9732
2026-01-09 04:23:30,19.81,46.58,12,0.46,74.45,0.9727
2026-01-09 04:24:00,29.13,43.82,24,1.5,115.38,0.974
2026-01-09 04:24:30,20.08,46.5,21,1.68,91.16,0.9519
2026-01-09 04:25:00,27.08,45.84,26,0.99,74.01,0.9682
2026-01-09 04:25:30,30.37,48.6,23,0.0,73.65,0.9635
2026-01-09 04:26:00,24.67,46.61,28,1.35,72.57,0.9568
2026-01-09 04:26:30,20.57,45.33,29,1.52,44.45,0.9667
2026-01-09 04:27:00,20.75,46.02,19,1.35,72.56,0.9557
2026-01-09 04:27:30,26.29,43.74,29,1.36,80.61,0.9574
2026-01-09 04:28:00,27.76,46.53,33,0.12,78.14,0.9573
2026-01-09 04:28:30,25.47,42.97,21,1.01,54.35,0.9418
2026-01-09 04:29:00,23.64,50.21,25,0.8,89.16,0.9676
2026-01-09 04:29:30,23.6,43.55,17,1.44,75.63,0.9666
2026-01-09 04:30:00,27.22,44.32,17,0.88,80.56,0.9667
2026-01-09 04:30:30,22.33,43.69,23,1.18,96.39,0.9851
2026-01-09 04:31:00,29.89,44.7,21,0.68,63.41,0.963
2026-01-09 04:31:30,21.13,42.75,20,1.44,81.87,0.9481
2026-01-09 04:32:00,26.8,47.38,23,0.61,70.23,0.9643
2026-01-09 04:32:30,26.9,45.33,18,1.53,82.5,0.9597
2026-01-09 04:33:00,25.51,47.12,19,0.33,82.8,0.9613
2026-01-09 04:33:30,26.93,47.56,23,1.17,90.42,0.9672
2026-01-09 04:34:00,19.41,46.1,21,1.29,66.38,0.9622
2026-01-09 04:34:30,23.35,49.32,21,0.52,105.7,0.97
2026-01-09 04:35:00,25.05,44.05,19,0.77,75.25,0.9541
2026-01-09 04:35:30,22.67,43.89,30,0.29,89.22,0.9638
2026-01-09 04:36:00,24.07,46.38,27,1.04,100.11,0.9365
2026-01-09 04:36:30,30.85,47.39,34,0.56,84.74,0.9643
2026-01-09 04:37:00,23.25,45.46,27,0.4,95.1,0.9677
2026-01-09 04:37:30,22.35,42.51,26,0.59,88.41,0.9535
2026-01-09 04:38:00,29.01,43.81,21,1.03,60.61,0.9527
2026-01-09 04:38:30,19.54,45.61,30,0.8,103.41,0.9528
2026-01-09 04:39:00,23.17,47.01,29,1.25,101.46,0.9608
2026-01-09 04:39:30,25.48,43.86,35,0.8,81.61,0.9634
2026-01-09 04:40:00,26.63,46.57,12,1.91,109.17,0.9738
2026-01-09 04:40:30,25.07,47.75,27,1.15,95.5,0.9667
2026-01-09 04:41:00,27.76,40.98,25,0.42,99.21,0.9521
2026-01-09 04:41:30,23.84,47.16,32,1.47,96.54,0.9493
2026-01-09 04:42:00,21.7,42.64,21,1.11,100.55,0.9712
2026-01-09 04:42:30,19.2,45.25,25,0.0,97.91,0.9692
2026-01-09 04:43:00,22.99,44.73,27,1.24,75.95,0.9525
2026-01-09 04:43:30,21.56,48.33,32,0.49,72.25,0.9505
2026-01-09 04:44:00,20.42,49.29,22,1.42,80.83,0.9588
2026-01-09 04:44:30,24.01,46.12,25,1.41,103.24,0.9548
2026-01-09 04:45:00,25.55,42.15,24,1.05,83.14,0.9599
2026-01-09 04:45:30,26.49,46.87,16,1.13,81.41,0.9562
2026-01-09 04:46:00,29.18,41.94,26,1.76,87.43,0.9514
2026-01-09 04:46:30,24.35,48.99,32,0.79,109.37,0.9673
2026-01-09 04:47:00,17.43,45.27,36,0.97,109.39,0.9465
2026-01-09 04:47:30,21.13,47.75,31,1.04,99.61,0.9549
2026-01-09 04:48:00,21.74,46.29,25,1.26,89.9,0.9574
2026-01-09 04:48:30,30.77,43.44,27,1.01,91.41,0.9613
2026-01-09 04:49:00,28.42,46.18,23,0.54,75.49,0.9526
2026-01-09 04:49:30,27.22,45.39,29,0.37,82.29,0.9656
2026-01-09 04:50:00,28.36,42.62,35,1.78,102.52,0.9733
2026-01-09 04:50:30,24.11,43.99,27,1.21,77.88,0.9666
2026-01-09 04:51:00,29.54,47.41,27,0.0,64.44,0.9597
2026-01-09 04:51:30,27.23,42.78,27,1.42,86.51,0.9544
2026-01-09 04:52:00,20.92,47.2,24,1.89,90.37,0.9643
2026-01-09 04:52:30,27.87,44.93,29,0.74,75.7,0.9515
2026-01-09 04:53:00,23.97,49.81,23,1.38,84.54,0.9492
2026-01-09 04:53:30,27.81,44.68,25,1.61,84.01,0.9628
2026-01-09 04:54:00,25.41,45.54,21,1.5,91.5,0.9686
2026-01-09 04:54:30,25.84,47.84,28,1.76,74.59,0.9526
2026-01-09 04:55:00,30.92,47.41,37,1.38,84.23,0.9791
2026-01-09 04:55:30,20.11,47.36,15,1.83,72.99,0.9573
2026-01-09 04:56:00,22.72,46.98,26,1.77,78.75,0.9485
2026-01-09 04:56:30,24.21,49.07,33,1.66,80.37,0.9471
2026-01-09 04:57:00,29.95,43.08,28,0.75,90.0,0.9432
2026-01-09 04:57:30,28.24,48.57,33,0.53,95.39,0.9586
2026-01-09 04:58:00,25.75,49.18,25,1.43,62.93,0.9609
2026-01-09 04:58:30,28.55,45.57,31,0.68,82.11,0.9589
2026-01-09 04:59:00,24.19,47.7,33,1.41,51.37,0.957
2026-01-09 04:59:30,28.35,45.57,27,1.56,104.14,0.9661
2026-01-09 05:00:00,21.42,43.7,30,0.05,114.18,0.9615
2026-01-09 05:00:30,23.77,44.87,34,0.46,60.73,0.9502
2026-01-09 05:01:00,26.84,49.18,34,0.88,94.06,0.9635
2026-01-09 05:01:30,26.61,42.03,26,1.49,117.8,0.964
2026-01-09 05:02:00,29.29,47.77,26,0.43,107.03,0.9785
2026-01-09 05:02:30,24.75,48.39,29,0.41,90.76,0.9543
2026-01-09 05:03:00,27.41,46.84,25,0.45,83.42,0.9754
2026-01-09 05:03:30,22.56,47.49,31,0.83,77.65,0.9659
2026-01-09 05:04:00,26.06,45.07,31,1.92,109.13,0.9612
2026-01-09 05:04:30,16.01,45.6,23,1.01,85.3,0.9567
2026-01-09 05:05:00,29.44,45.66,27,1.35,74.92,0.9564
2026-01-09 05:05:30,22.1,47.36,30,2.15,66.27,0.9695
2026-01-09 05:06:00,21.02,44.16,18,1.15,95.11,0.9565
2026-01-09 05:06:30,19.73,45.09,29,0.66,90.6,0.9706
2026-01-09 05:07:00,24.63,44.02,28,2.03,98.84,0.9446
2026-01-09 05:07:30,30.42,45.36,27,0.47,93.49,0.9401
2026-01-09 05:08:00,23.04,47.44,29,0.75,88.6,0.9666
2026-01-09 05:08:30,27.56,47.55,23,0.77,120.54,0.9557
2026-01-09 05:09:00,25.1,46.51,30,0.63,54.42,0.9563
2026-01-09 05:09:30,26.43,42.73,30,1.29,106.35,0.9486
2026-01-09 05:10:00,27.65,47.4,36,1.56,107.85,0.961
2026-01-09 05:10:30,25.2,48.84,23,1.89,103.88,0.9561
2026-01-09 05:11:00,21.85,46.2,26,0.34,83.68,0.9685
2026-01-09 05:11:30,26.59,45.86,21,1.04,115.86,0.9598
2026-01-09 05:12:00,25.6,47.87,35,1.83,97.67,0.943
2026-01-09 05:12:30,29.66,45.59,26,0.65,100.64,0.9689
2026-01-09 05:13:00,24.75,47.7,35,1.32,92.76,0.9578
2026-01-09 05:13:30,24.79,47.93,35,1.21,86.08,0.9642
2026-01-09 05:14:00,24.12,48.97,35,1.39,86.58,0.9573
2026-01-09 05:14:30,21.6,44.92,33,0.76,128.81,0.9543
2026-01-09 05:15:00,24.11,47.16,31,1.83,89.41,0.9503
2026-01-09 05:15:30,25.15,48.89,38,0.85,91.0,0.973
2026-01-09 05:16:00,29.17,45.35,24,0.81,105.85,0.9439
2026-01-09 05:16:30,27.49,45.74,26,0.9,106.23,0.9642
2026-01-09 05:17:00,30.06,44.88,21,1.23,93.15,0.9539
2026-01-09 05:17:30,21.01,48.23,15,1.5,103.33,0.9648
2026-01-09 05:18:00,26.82,42.0,22,0.73,121.31,0.9683
2026-01-09 05:18:30,26.47,45.32,30,1.57,98.08,0.9448
2026-01-09 05:19:00,31.39,47.54,27,1.33,112.04,0.9625
2026-01-09 05:19:30,28.41,49.65,27,0.67,87.23,0.9674
2026-01-09 05:20:00,30.12,47.0,26,2.06,77.11,0.9543
2026-01-09 05:20:30,25.13,48.8,29,1.99,106.54,0.9496
2026-01-09 05:21:00,26.37,45.65,37,1.59,70.99,0.9641
2026-01-09 05:21:30,27.13,44.17,26,1.06,61.58,0.961
2026-01-09 05:22:00,27.64,46.25,30,1.06,78.18,0.9523
2026-01-09 05:22:30,25.06,48.02,25,0.9,95.44,0.9435
2026-01-09 05:23:00,26.09,46.84,31,1.35,83.7,0.9476
2026-01-09 05:23:30,26.02,47.16,29,0.62,128.36,0.9507
2026-01-09 05:24:00,23.52,45.43,35,1.47,122.33,0.9485
2026-01-09 05:24:30,26.62,48.86,25,1.76,96.08,0.9506
2026-01-09 05:25:00,22.45,47.92,38,1.36,101.77,0.9612
2026-01-09 05:25:30,30.37,49.33,16,1.03,86.55,0.9604
2026-01-09 05:26:00,26.49,47.8,32,0.23,63.44,0.966
2026-01-09 05:26:30,25.18,50.35,35,0.3,84.13,0.9609
2026-01-09 05:27:00,26.41,46.61,25,1.37,96.65,0.966
2026-01-09 05:27:30,27.6,45.7,32,1.38,96.38,0.9707
2026-01-09 05:28:00,24.56,48.81,25,1.53,65.79,0.9554
2026-01-09 05:28:30,30.68,46.16,30,1.33,61.56,0.9612
2026-01-09 05:29:00,24.98,48.88,30,1.32,78.56,0.9659
2026-01-09 05:29:30,27.68,43.93,28,1.51,98.13,0.9649
2026-01-09 05:30:00,26.72,49.39,38,0.3,105.17,0.9728
2026-01-09 05:30:30,29.24,46.88,24,1.02,88.69,0.9665
2026-01-09 05:31:00,30.87,46.67,26,0.12,105.44,0.9626
2026-01-09 05:31:30,21.61,48.05,35,0.0,81.48,0.9825
2026-01-09 05:32:00,28.18,51.65,32,1.75,92.72,0.9512
2026-01-09 05:32:30,23.25,48.19,27,0.73,74.04,0.9583
2026-01-09 05:33:00,30.44,46.7,30,1.98,73.63,0.976
2026-01-09 05:33:30,24.12,46.95,33,1.71,73.93,0.9596
2026-01-09 05:34:00,26.41,49.22,29,0.25,103.69,0.9576
2026-01-09 05:34:30,33.58,49.16,27,1.71,99.67,0.9651
2026-01-09 05:35:00,26.06,46.52,35,1.59,66.89,0.9637
2026-01-09 05:35:30,25.8,47.74,24,1.67,108.63,0.9496
2026-01-09 05:36:00,29.62,47.24,35,0.54,80.58,0.9505
2026-01-09 05:36:30,28.26,50.58,33,1.7,85.62,0.9521
2026-01-09 05:37:00,26.46,46.96,35,1.07,94.5,0.9635
2026-01-09 05:37:30,26.97,45.81,30,2.15,112.25,0.9767
2026-01-09 05:38:00,24.66,48.18,30,1.08,76.21,0.9707
2026-01-09 05:38:30,23.7,49.18,30,0.78,84.99,0.9582
2026-01-09 05:39:00,27.54,47.45,22,0.21,72.28,0.9656
2026-01-09 05:39:30,32.98,46.91,36,1.42,117.13,0.9697
2026-01-09 05:40:00,25.01,47.87,37,1.68,111.37,0.9572
2026-01-09 05:40:30,30.74,44.64,26,2.0,116.2,0.9734
2026-01-09 05:41:00,28.33,45.57,32,2.22,87.57,0.9557
2026-01-09 05:41:30,32.44,47.68,31,1.63,92.99,0.9622
2026-01-09 05:42:00,21.62,44.06,32,1.92,97.97,0.9569
2026-01-09 05:42:30,29.62,46.74,25,1.6,104.41,0.9608
2026-01-09 05:43:00,25.6,50.66,31,1.98,69.06,0.9531
2026-01-09 05:43:30,33.51,47.32,21,0.78,104.91,0.9717
2026-01-09 05:44:00,28.16,49.84,35,1.06,112.79,0.9669
2026-01-09 05:44:30,28.16,46.21,25,1.47,92.34,0.9625
2026-01-09 05:45:00,29.98,48.39,32,0.63,108.36,0.9656
2026-01-09 05:45:30,36.07,46.5,28,0.69,100.52,0.9652
2026-01-09 05:46:00,31.85,50.87,35,0.67,105.15,0.9361
2026-01-09 05:46:30,28.14,46.88,35,1.49,90.46,0.95
2026-01-09 05:47:00,29.45,48.73,37,1.03,101.1,0.9466
2026-01-09 05:47:30,26.17,43.91,30,1.92,123.09,0.9627
2026-01-09 05:48:00,32.35,49.44,34,0.06,136.1,0.9549
2026-01-09 05:48:30,28.7,50.74,34,2.54,89.65,0.9673
2026-01-09 05:49:00,28.68,48.06,29,0.97,121.76,0.9621
2026-01-09 05:49:30,30.68,44.6,26,0.82,96.46,0.9559
2026-01-09 05:50:00,30.44,49.95,41,1.39,90.0,0.9641
2026-01-09 05:50:30,30.04,48.84,40,1.1,124.53,0.9426
2026-01-09 05:51:00,31.75,46.65,35,1.46,97.72,0.9503
2026-01-09 05:51:30,27.02,48.52,37,2.2,99.14,0.9414
2026-01-09 05:52:00,31.07,44.51,42,1.68,88.14,0.9408
2026-01-09 05:52:30,27.06,49.05,30,1.67,117.34,0.951
2026-01-09 05:53:00,32.38,50.45,37,1.58,95.12,0.9769
2026-01-09 05:53:30,26.78,47.15,39,1.12,99.05,0.943
2026-01-09 05:54:00,28.4,52.91,32,1.95,96.36,0.9459
2026-01-09 05:54:30,27.47,49.53,23,2.16,111.0,0.9528
2026-01-09 05:55:00,27.51,47.08,40,0.52,103.31,0.9678
2026-01-09 05:55:30,23.81,46.86,27,0.67,107.38,0.963
2026-01-09 05:56:00,28.74,45.17,30,1.51,103.89,0.9446
2026-01-09 05:56:30,28.5,49.72,35,0.79,108.26,0.9508
2026-01-09 05:57:00,28.11,48.47,29,1.1,120.43,0.981
2026-01-09 05:57:30,24.91,46.45,40,0.69,102.8,0.9743
2026-01-09 05:58:00,27.95,47.75,28,1.67,78.18,0.9493
2026-01-09 05:58:30,26.24,47.61,44,1.52,108.6,0.9592
2026-01-09 05:59:00,30.14,50.86,39,0.68,119.93,0.9585
2026-01-09 05:59:30,31.58,44.28,35,1.26,94.92,0.9669
2026-01-09 06:00:00,25.38,54.4,29,1.57,108.82,0.9678
2026-01-09 06:00:30,35.31,47.47,36,1.12,91.1,0.9564
2026-01-09 06:01:00,30.29,48.41,33,1.51,117.63,0.944
